customer,invoice_date,qty_shipped,item,description,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp,item_price_rank,target
7WOLPO,2017-08-31,4.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,Utilities,Jessica Spindler,112928.57,11/01/1999,Wexford,67091.0,0.114,202,0
7WOLPO,2016-06-24,6.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,Utilities,Jessica Spindler,112928.57,11/01/1999,Wexford,67091.0,0.114,202,0
7WEYER,2016-09-29,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,Manufacturing,Jessica Spindler,6313.9,11/01/1999,Crawford,5375.0,4.437,221,0
7WEYER,2016-09-20,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,Manufacturing,Jessica Spindler,6313.9,11/01/1999,Crawford,5375.0,4.437,221,0
7WEYER,2015-06-05,1.0,AAM01QPC9JA1,MOTO CM200D 403-470 40W MOBILE,Manufacturing,Jessica Spindler,6313.9,11/01/1999,Crawford,5375.0,4.437,191,0
7WEXSA,2018-09-25,3.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,Mining & Materials,Jessica Spindler,3269.2,4/16/2009,Wexford,67091.0,0.114,229,0
7WEXCS,2017-09-08,1.0,CSI-AY/746-896/11,WESTELL TECH 746-896/11 YAGI,Law Enforcement,Jessica Spindler,51260.25,11/01/1999,Wexford,67091.0,0.114,376,0
7WEXCS,2015-10-30,1.0,AAM01JNC9JA1,MOTO CM200D 136-174 25W MOBILE,Law Enforcement,Jessica Spindler,51260.25,11/01/1999,Wexford,67091.0,0.114,248,0
7WEQUE,2017-06-23,2.0,AAH01JDC9JA2,CP200D VHF 5W ND,Property Management,Jessica Spindler,2305.5,12/27/2012,Emmet,80040.0,0.131,252,0
7WEQUE,2016-05-20,2.0,AAH01JDC9JA2,CP200D VHF 5W ND,Property Management,Jessica Spindler,2305.5,12/27/2012,Emmet,80040.0,0.131,252,0
7WEMIS,2019-09-30,10.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,K12 Education,Jessica Spindler,10273.0,10/18/2001,Wexford,67091.0,0.114,387,0
7WEMIS,2018-10-24,1.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,K12 Education,Jessica Spindler,10273.0,10/18/2001,Wexford,67091.0,0.114,387,0
7WEMIS,2018-05-04,1.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,K12 Education,Jessica Spindler,10273.0,10/18/2001,Wexford,67091.0,0.114,387,0
7WEMIS,2018-03-23,3.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,K12 Education,Jessica Spindler,10273.0,10/18/2001,Wexford,67091.0,0.114,387,0
7WEMIS,2018-02-09,1.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,K12 Education,Jessica Spindler,10273.0,10/18/2001,Wexford,67091.0,0.114,387,0
7WEMIS,2017-03-10,26.0,AAH84KDS8AA1,BPR40 VHF 8CH,K12 Education,Jessica Spindler,10273.0,10/18/2001,Wexford,67091.0,0.114,391,0
7TUSTP,2020-09-29,2.0,GDVNHL,GETAC: V110 HAVIS VEHICLE DOCK,Law Enforcement,Jessica Spindler,21617.39,11/01/1999,Cheboygan,64817.0,0.402,138,0
7TUSTP,2020-05-15,4.0,TT3457A,SIERRA WIRELESS (DC:WIFI),Law Enforcement,Jessica Spindler,21617.39,11/01/1999,Cheboygan,64817.0,0.402,92,0
7TRCFD,2016-12-22,1.0,48159-720-L,TACLITE REVERSIBLE JACKET,Fire & EMS,Jessica Spindler,49875.49,6/08/2009,Grand Traverse,215459.0,0.205,533,0
7REDPO,2018-06-29,4.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Agriculture,Jessica Spindler,3420.77,11/01/1999,Leelanau,47091.0,0.015,218,0
7POPEX,2017-04-21,2.0,AAH02RDH9VA1,MOTO XPR 3500E 403-512 4W LKP,Construction,Jessica Spindler,32659.24,11/01/1999,Grand Traverse,215459.0,0.205,177,0
7PETOW,2019-06-28,10.0,AT6749A,ADVANCETEC HANDS FREE CAR KIT,Transportation,Jessica Spindler,5483.29,11/01/1999,Wexford,67091.0,0.114,314,0
7PETOW,2019-06-14,10.0,AT6749A,ADVANCETEC HANDS FREE CAR KIT,Transportation,Jessica Spindler,5483.29,11/01/1999,Wexford,67091.0,0.114,314,0
7PETFD,2020-07-10,1.0,7160-0928,GAMBER JOHNSON MOTION ATTACHMN,Law Enforcement,Jessica Spindler,18528.45,3/08/2001,Emmet,80040.0,0.131,309,0
7PETFD,2020-05-15,3.0,GAD2X8,GETAC 120W DC VEH ADAPTER,Law Enforcement,Jessica Spindler,18528.45,3/08/2001,Emmet,80040.0,0.131,489,0
7PETFD,2017-01-31,3.0,AAH02JDH9VA1,MOTO XPR3500E 136-174 5W LKP,Law Enforcement,Jessica Spindler,18528.45,3/08/2001,Emmet,80040.0,0.131,192,0
7NORCM,2017-03-17,1.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,Colleges & Universities,Jessica Spindler,4151.0,11/01/1999,Emmet,80040.0,0.131,100,0
7NORCM,2016-11-11,2.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,Colleges & Universities,Jessica Spindler,4151.0,11/01/1999,Emmet,80040.0,0.131,100,0
7NMHOS,2019-06-28,1.0,AAM28QPC9RA1AN,MOTO XPR 5350E 403-470M 40W,Healthcare,Jessica Spindler,73671.63,11/01/1999,Emmet,80040.0,0.131,125,0
7NMHOS,2019-06-27,1.0,T8319,MOTO SLR 8000 BASE RADIO,Healthcare,Jessica Spindler,73671.63,11/01/1999,Emmet,80040.0,0.131,5,0
7NMHOS,2017-10-27,1.0,AAH88QCC9JA2,MOTO SL300 403-470 2-3W,Healthcare,Jessica Spindler,73671.63,11/01/1999,Emmet,80040.0,0.131,256,0
7NMHOS,2017-04-21,2.0,AAH88QCC9JA2,MOTO SL300 403-470 2-3W,Healthcare,Jessica Spindler,73671.63,11/01/1999,Emmet,80040.0,0.131,256,0
7NMHOS,2016-07-08,10.0,AAH88QCC9JA2,MOTO SL300 403-470 2-3W,Healthcare,Jessica Spindler,73671.63,11/01/1999,Emmet,80040.0,0.131,256,0
7NMHOS,2015-05-15,1.0,ITA2000A,GAI TRONICS TONE W/ENCLOSURE,Healthcare,Jessica Spindler,73671.63,11/01/1999,Emmet,80040.0,0.131,220,0
7MUNME,2018-08-24,1.0,L3484AC,MOTO MIP5000 VOIP DIGI GATEWAY,Healthcare,Jessica Spindler,195886.44,11/01/1999,Grand Traverse,215459.0,0.205,117,0
7MUNME,2016-12-31,3.0,L3499B,MOTO MIP5000 VOIP DISPATCH SW,Healthcare,Jessica Spindler,195886.44,11/01/1999,Grand Traverse,215459.0,0.205,2,0
7MISCS,2019-06-11,4.0,L30URS9PW1AN,MOTO APX7500  CONSOLETTE,911 & Dispatch,Jessica Spindler,135388.51,11/01/1999,Missaukee,39321.0,0.237,7,0
7MISCS,2017-02-24,2.0,AAH84KDS8AA1,BPR40 VHF 8CH,911 & Dispatch,Jessica Spindler,135388.51,11/01/1999,Missaukee,39321.0,0.237,391,0
7MISCS,2015-09-18,1.0,AAH84KDS8AA1,BPR40 VHF 8CH,911 & Dispatch,Jessica Spindler,135388.51,11/01/1999,Missaukee,39321.0,0.237,391,0
7MISCR,2018-02-28,1.0,AAM28JQC9RA1AN,MOTO XPR 5350E 136-174 45W,Government Services,Jessica Spindler,5842.93,11/01/1999,Missaukee,39321.0,0.237,137,0
7MISCR,2015-03-06,1.0,AAM27JQC9LA1,MOTOTRBO XPR4350 VHF 32CH 45W,Government Services,Jessica Spindler,5842.93,11/01/1999,Missaukee,39321.0,0.237,178,0
7MISCE,2017-09-28,2.0,AAM28JQN9WA1,MOTO XPR 5500E 136-174 45W GOB,Fire & EMS,Jessica Spindler,8564.06,11/01/1999,Missaukee,39321.0,0.237,120,0
7MISCE,2016-08-12,2.0,AAM28JQN9WA1,MOTO XPR 5500E 136-174 45W GOB,Fire & EMS,Jessica Spindler,8564.06,11/01/1999,Missaukee,39321.0,0.237,120,0
7MARMA,2020-06-05,6.0,AAH02JDC9VA1AN,MOTO XPR3300E 136-174 5W,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,208,0
7MARMA,2019-09-30,10.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2019-09-20,6.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2019-06-28,6.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2019-04-26,8.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2019-02-07,12.0,PMMN4013,MOTO REMOTE SPEAKER MIC,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,572,0
7MARMA,2018-11-09,12.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2018-08-17,8.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2018-06-29,9.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2018-03-29,9.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2017-11-30,2.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,240,0
7MARMA,2017-10-27,6.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2017-06-20,3.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2017-02-28,4.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2017-01-27,2.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2016-11-11,2.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2016-09-29,3.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2016-09-20,1.0,AAM01JQC9JA1,MOTO CM200D 136-174 45W MOBILE,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,215,0
7MARMA,2016-08-19,1.0,AAM01JQC9JA1,MOTO CM200D 136-174 45W MOBILE,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,215,0
7MARMA,2016-06-10,2.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2016-04-29,2.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2016-03-31,3.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2016-02-12,3.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2015-10-30,10.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2015-07-24,6.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2015-06-30,3.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2015-03-31,4.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MARMA,2015-01-23,3.0,AAH01JDC9JA2,CP200D VHF 5W ND,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39,252,0
7MANDE,2016-11-11,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2016-10-28,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2016-09-29,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2016-03-28,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2015-12-31,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2015-11-13,3.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2015-06-30,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,158,0
7MANDE,2015-04-30,1.0,AAM27JQC9LA1,MOTOTRBO XPR4350 VHF 32CH 45W,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192,178,0
7MACPD,2020-04-28,3.0,C-MD-313,HAVIS HEAVY DUTY COMPUTER,Government Services,Jessica Spindler,10395.99,11/01/1999,Emmet,80040.0,0.131,243,0
7MACPD,2020-02-28,3.0,AE22ZCDAXHXX,GETAC A140 LTE TABLET NO WBCAM,Government Services,Jessica Spindler,10395.99,11/01/1999,Emmet,80040.0,0.131,19,0
7MACIO,2020-09-30,6.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,229,0
7MACIO,2019-01-18,3.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,229,0
7MACIO,2018-11-30,3.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,240,0
7MACIO,2016-01-29,1.0,AAM01JQC9JA1,MOTO CM200D 136-174 45W MOBILE,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,215,0
7MACIO,2015-06-05,1.0,AAM01JQC9JA1,MOTO CM200D 136-174 45W MOBILE,Government Services,Jessica Spindler,23082.35,1/24/2002,Manistee,62275.0,0.39,215,0
7LTBBO,2019-12-31,1.0,TT3457A,SIERRA WIRELESS (DC:WIFI),Government Services,Jessica Spindler,99217.95,2/22/2001,Emmet,80040.0,0.131,92,0
7LTBBO,2019-09-20,1.0,AAM28JQN9WA1AN,MOTO XPR 5550E 136-174M 25-45W,Government Services,Jessica Spindler,99217.95,2/22/2001,Emmet,80040.0,0.131,122,0
7LTBBO,2016-12-29,1.0,AAM28JQN9KA1,XPR5550 VHF MOBILE 45W 1000CH,Government Services,Jessica Spindler,99217.95,2/22/2001,Emmet,80040.0,0.131,134,0
7LTBBO,2015-06-30,3.0,GPDE604513005,GEMINI PD+ UHF 40W W/GPS,Government Services,Jessica Spindler,99217.95,2/22/2001,Emmet,80040.0,0.131,18,0
7LECOE,2017-05-30,155.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,29.95,11/01/1999,Leelanau,47091.0,0.015,149,0
7INVFD,2020-06-30,1.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,149,0
7INVFD,2020-02-28,1.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,149,0
7INVFD,2019-07-26,2.0,GS9XBRC-SXXXEN,UNICATION STD DESKTOP CHARGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,553,0
7INVFD,2019-07-12,2.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,149,0
7INVFD,2019-02-07,1.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,149,0
7INVFD,2017-11-30,1.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,149,0
7INVFD,2017-08-18,2.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,149,0
7INVFD,2016-09-20,2.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,223,0
7INVFD,2015-11-06,2.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,223,0
7INVFD,2015-08-14,2.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402,223,0
7INLLA,2015-04-17,3.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,K12 Education,Jessica Spindler,41427.1,11/01/1999,Cheboygan,64817.0,0.402,211,0
7HODDO,2019-07-12,4.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192,102,0
7HODDO,2018-11-13,1.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192,102,0
7HODDO,2018-09-07,1.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192,102,0
7HODDO,2017-05-05,1.0,AAM28QPN9WA1,MOTO XPR5500E 403-470 40W GOB,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192,128,0
7HODDO,2016-05-27,3.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192,221,0
7HARSP,2019-06-28,1.0,AAM01JQC9JA1AN,MOTO CM200D 136-174 45W 16CH,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131,229,0
7HARSP,2016-06-24,2.0,A03JAC8JA1,MOTO 143-174 SGL CH UL IS M6,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131,244,0
7GTCSH,2020-09-18,1.0,PMPN4284,MOTO MULTI-UNIT CHARGER,Law Enforcement,Jessica Spindler,166735.48,11/01/1999,Grand Traverse,215459.0,0.205,184,0
7GTCSH,2017-10-31,1.0,NNTN8296,"MOTO ACCY. KIT, WIRELESS,",Law Enforcement,Jessica Spindler,166735.48,11/01/1999,Grand Traverse,215459.0,0.205,442,0
7GTCSH,2017-10-27,2.0,NNTN8296,"MOTO ACCY. KIT, WIRELESS,",Law Enforcement,Jessica Spindler,166735.48,11/01/1999,Grand Traverse,215459.0,0.205,442,0
7GRATS,2015-04-30,1.0,L3217,MC2500 MULTI CHAN REMOTE,Government Services,Jessica Spindler,41385.86,11/01/1999,Grand Traverse,215459.0,0.205,34,0
7GRAAS,2017-06-20,4.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,Retail,Jessica Spindler,3420.44,11/01/1999,Cheboygan,64817.0,0.402,386,0
7FIVCA,2019-10-31,37.0,AAM02QPH9JA1AN,MOTO XPR 2500 403-470 MHZ,Services & Training,Pat McBride,43325.52,11/01/1999,Mason,88198.0,0.36200000000000004,161,0
7FIVCA,2015-09-30,1.0,AAM01QPC9JA1,MOTO CM200D 403-470 40W MOBILE,Services & Training,Pat McBride,43325.52,11/01/1999,Mason,88198.0,0.36200000000000004,191,0
7EMSHR,2019-12-31,6.0,AE22ZCDAXHXX,GETAC A140 LTE TABLET NO WBCAM,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,19,0
7EMSHR,2018-09-25,1.0,21040110,MAGTEK MINI USB CARD READER,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,598,0
7EMSHR,2017-03-31,3.0,21040110,MAGTEK MINI USB CARD READER,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,598,0
7EMSHR,2016-04-22,1.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,203,0
7EMSHR,2016-03-31,5.0,21040110,MAGTEK MINI USB CARD READER,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,598,0
7EMSHR,2015-06-30,2.0,21040110,MAGTEK MINI USB CARD READER,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,598,0
7EMSHR,2015-03-20,1.0,AAM02JQH9JA1,MOTO XPR2500 136-174 45W MOBLE,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131,185,0
7EMAMB,2019-12-31,8.0,590GBL000240,AIRGAIN CELL/LTE/WIFI/GNSS,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,404,0
7EMAMB,2017-12-29,1.0,7160-0318-02,GAMBER JOHNSON - TOUGHBOOK,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,96,0
7EMAMB,2017-02-24,1.0,7160-0318-02,GAMBER JOHNSON - TOUGHBOOK,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,96,0
7EMAMB,2016-06-24,1.0,CG-X,HAVIS CHARGE GUARDS,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,521,0
7EMAMB,2015-07-10,1.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,223,0
7EMAMB,2015-04-24,1.0,GPDE604513005,GEMINI PD+ UHF 40W W/GPS,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,18,0
7EMAMB,2015-03-31,1.0,F5218A,MOTO MW810 MOBILE WORKSTATION,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,37,0
7EMAMB,2015-03-20,2.0,F5218A,MOTO MW810 MOBILE WORKSTATION,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131,37,0
7EJAMB,2015-06-19,1.0,A03JAC8JA2,MOTO M6 PAGER 143-174 SGL CH,Government Services,Jessica Spindler,2660.05,11/01/1999,Charlevoix,68747.0,0.192,263,0
7ECRDC,2019-11-27,4.0,AAM01JQH9JC1AN,MOTO CM300D 136-174 45W 99CH,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,195,0
7ECRDC,2019-02-28,3.0,AAM01JQH9JC1AN,MOTO CM300D 136-174 45W 99CH,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,195,0
7ECRDC,2018-04-06,3.0,AAM01JQH9JC1AN,MOTO CM300D 136-174 45W 99CH,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,195,0
7ECRDC,2017-08-25,1.0,AAH02JDH9VA1,MOTO XPR3500E 136-174 5W LKP,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,192,0
7ECRDC,2017-02-28,2.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,203,0
7ECRDC,2016-08-19,1.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,203,0
7ECRDC,2016-07-08,1.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,203,0
7ECRDC,2015-07-10,1.0,AAH02JDH9JA2,MOTO XPR3500 136-174 128CH,Government Services,Jessica Spindler,40623.35,11/01/1999,Emmet,80040.0,0.131,204,0
7COMMH,2017-09-22,3.0,AAH88QCC9JA2,MOTO SL300 403-470 2-3W,Healthcare,Jessica Spindler,4010.71,11/01/1999,Emmet,80040.0,0.131,256,0
7CHEEL,2020-09-23,2.0,SP440-SF2SNF,SINCLAIR 800-1000 Mhz ANTENNA,Utilities,Jessica Spindler,90646.48,11/01/1999,Grand Traverse,215459.0,0.205,288,0
7CHEEL,2018-03-23,1.0,CG-X,HAVIS CHARGE GUARDS,Utilities,Jessica Spindler,90646.48,11/01/1999,Grand Traverse,215459.0,0.205,521,0
7CHEBS,2020-07-31,2.0,AAM01QPC9JA1AN,MOTO CM200D 403-470 40W 16CH,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402,196,0
7CHEBS,2020-02-28,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402,218,0
7CHEBS,2019-08-09,5.0,AAM01QPC9JA1AN,MOTO CM200D 403-470 40W 16CH,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402,196,0
7CHEBS,2019-07-31,5.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402,218,0
7CHEBS,2019-03-14,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402,218,0
